url,clicks,impressions,ctr,position
https://ark-fid.ch/fr/services/odoo/,7,2403,0.002913025384935497,25.955472326258842
https://ark-fid.ch/en/ressources/articles/optimisation-charges-sociales-suisse-romande-guide-independants-pme-2025/,0,2270,0,7.1788546255506605
https://ark-fid.ch/en/ressources/articles/cotisations-lpp-geneve-2025-changements-impacts-pme/,2,2173,0.0009203865623561896,7.206166589967786
https://ark-fid.ch/en/ressources/articles/creer-entreprise-suisse/,0,2106,0,35.28727445394112
https://ark-fid.ch/fr/ressources/articles/preparer-pme-independants-tva-2026/,12,2070,0.005797101449275362,13.179710144927537
https://ark-fid.ch/fr/,63,1916,0.03288100208768267,30.017745302713987
https://ark-fid.ch/fr/ressources/articles/proces-verbal-assemblee-generale-obligations-redaction-suisse-2025/,46,1755,0.02621082621082621,5.658689458689459
https://ark-fid.ch/en/ressources/articles/lpp-2025-reformes-nouvelles-obligations-et-impacts-pratiques-pour-les-entreprises-et-independants-geneve/,0,1547,0,6.351648351648351
https://ark-fid.ch/fr/ressources/articles/domiciliation-entreprise-geneve/,4,1544,0.0025906735751295338,26.425518134715027
https://ark-fid.ch/fr/ressources/articles/optimiser-declaration-tva-suisse-2026-erreurs-courantes-et-guides-concrets-pme-independants/,12,1535,0.007817589576547232,9.279478827361563
https://ark-fid.ch/en/ressources/articles/fiscalite-cryptomonnaies-suisse-2025/,0,1142,0,8.001751313485114
https://ark-fid.ch/es/ressources/articles/gestion-et-optimisation-du-patrimoine-en-suisse-strategies-pme-hni-geneve-2025/,1,1108,0.0009025270758122744,11.159747292418773
https://ark-fid.ch/en/ressources/articles/nouveautes-et-regles-concretes-cotisations-sociales-et-certificats-de-salaire-2026-pme-independants-suisse-romande,2,971,0.0020597322348094747,7.50669412976313
https://ark-fid.ch/es/services/family-office/,4,929,0.004305705059203444,8.289558665231432
https://ark-fid.ch/fr/services/family-office/,8,890,0.008988764044943821,36.891011235955055
https://ark-fid.ch/de/services/mergers-acquisitions/,3,873,0.003436426116838488,41.26231386025201
https://ark-fid.ch/en/services/incorporation/,0,842,0,33.07719714964371
https://ark-fid.ch/en/ressources/articles/cotisations-sociales-independants-pme-2026-suivi-calcul-erreurs-pieges-a-eviter-geneve-vaud/,0,711,0,6.621659634317862
https://ark-fid.ch/en/services/family-office/,7,663,0.010558069381598794,15.770739064856713
https://ark-fid.ch/en/ressources/articles/nouveautes-et-regles-concretes-cotisations-sociales-et-certificats-de-salaire-2026-pme-independants-suisse-romande/,0,644,0,7.03416149068323
https://ark-fid.ch/de/services/odoo/,2,585,0.003418803418803419,46.43589743589744
https://ark-fid.ch/fr/services/domiciliation/,2,583,0.003430531732418525,29.528301886792452
https://ark-fid.ch/en/services/taxes/,2,527,0.003795066413662239,58.65464895635674
https://ark-fid.ch/fr/ressources/articles/nouveautes-et-regles-concretes-cotisations-sociales-et-certificats-de-salaire-2026-pme-independants-suisse-romande,6,515,0.011650485436893204,8.617475728155341
https://ark-fid.ch/en/ressources/articles/reforme-fiscale-geneve-2025-impact-contribuables-pme/,2,512,0.00390625,7.63671875
https://ark-fid.ch/pt/ressources/articles/nouveautes-et-regles-concretes-cotisations-sociales-et-certificats-de-salaire-2026-pme-independants-suisse-romande/,3,499,0.006012024048096192,6.521042084168337
https://ark-fid.ch/fr/ressources/articles/nouveautes-et-regles-concretes-cotisations-sociales-et-certificats-de-salaire-2026-pme-independants-suisse-romande/,6,498,0.012048192771084338,9.433734939759036
https://ark-fid.ch/fr/ressources/articles/guide-cotisations-sociales-employeurs-suisse-2026/,4,497,0.008048289738430584,8.004024144869216
https://ark-fid.ch/fr/services/externalisation/,0,485,0,33.98144329896907
https://ark-fid.ch/en/ressources/articles/cotisations-sociales-independants-pme-2026-suivi-calcul-erreurs-pieges-a-eviter-geneve-vaud,1,458,0.002183406113537118,6.713973799126638
https://ark-fid.ch/en/ressources/articles/odoo-erp-pme-suisse-romande-integration-optimale-2025-conseils-solutions/,2,432,0.004629629629629629,10.909722222222221
https://ark-fid.ch/es/ressources/articles/nouveautes-et-regles-concretes-cotisations-sociales-et-certificats-de-salaire-2026-pme-independants-suisse-romande/,1,432,0.0023148148148148147,6.62962962962963
https://ark-fid.ch/en/services/accounting/,5,431,0.01160092807424594,16.419953596287705
https://ark-fid.ch/en/about/,2,420,0.004761904761904762,18.776190476190475
https://ark-fid.ch/fr/ressources/articles/optimiser-les-charges-sociales-en-suisse-romande-2026-erreurs-frequentes-pour-pme-independants/,1,413,0.002421307506053269,10.576271186440678
https://ark-fid.ch/en/services/domiciliation/,0,410,0,42.141463414634146
https://ark-fid.ch/fr/services/comptabilite/,0,410,0,43.21707317073171
https://ark-fid.ch/en/ressources/articles/optimisation-charges-sociales-suisse-romande-guide-independants-pme-2025,0,402,0,6.1940298507462686
